기업명,직무,주요 업무,자격 요건,우대 사항
(주)아이나비시스템즈,차량 인포테인먼트 Qt SW 개발 경력자 채용,"? 글로벌 신규 출시 차량의 IVI(In-Vehicle Infotainment) 인대시 내비게이션 SW 개발 업무를 담당합니다.
? 사용자에게 안전한 드라이빙과 편리한 기능을 제공하기 위해 사양을 검토하고, 지속적인 SW 개선 업무를 수행합니다.","? Qt/QML
? Linux 기반 SW 개발 경험자","? 자동차 Embedded System 개발 경험 및 상용화 프로젝트 경험이 있는 분
? Android, Linux Platform 이해도가 높은 분
? 자동차사와 긴밀한 소통 및 개발 관리 경험이 있는 분
? 차량 인포시스템(IVI)에 관심 및 이해도가 있는 분"
(주)아이나비시스템즈,인포테인먼트 내비게이션 코어 엔진 SW 개발자 모집,"? 국내 및 글로벌 OEM 차량의 차세대 내비게이션 코어 엔진 개발을 담당합니다.
? 검색 엔진 분야 O명
- 검색 요소 기술과 엔진 및 컴포넌트를 연구하고 개발합니다.
- NDS(Navigation Data Standard) 기반 검색 모델 연구 및 설계를 담당합니다.
- 검색 데이터 분석 및 모델링 실험을 통해 지속적으로 검색 품질 개선을 진행합니다.
? 경로안내 엔진 분야 O명
- 길안내 엔진 및 컴포넌트를 연구하고 개발합니다.","? C / C++
? Android NDK / JNI 개발 경험
? 네트워크 통신 개발 경험
? Linux, Android 기반 SW 개발 경험자","? 검색 파이프라인 구성 및 리소스, 성능 최적화 경험이 있는 분
? 데이터 색인~검색 결과 제공까지 서비스 전반에 대한 개발 경험이 있는 분
? 알고리즘 및 리소스 최적화를 통한 상용 서비스 경험이 있는 분
? 차량 인포시스템(IVI)에 관심 및 이해도가 있는 분"
(주)아이나비시스템즈,그래픽스 영상처리 SW 개발자 채용,"자동차는 단순한 이동 수단을 넘어 새로운 경험을 제공하는 공간으로 진화되고 있습니다.
자율주행 시대에 차 안의 새롭고 혁신적인 경험을 함께 만들어 갈 역량있는 개발자분을 모십니다.

? 모바일과 인포테인먼트 시스템에 지도 정보를 표시하는 자체 디스플레이 엔진을 개발합니다.
? 자체적인 크로스플랫폼 엔진과 Mapbox 기반의 모바일 엔진을 보유하고 있고, 개발 및 고도화를 담당합니다. (Android, iOS, Linux OS 대응)
? HD-map을 기반으로 자율주행 차량과 상호 작용하는 디스플레이 엔진을 연구 개발합니다.","? C / C++
? 그래픽스 API 활용 및 개발 가능 역량","? 그래픽스 API 기반 상용화 프로젝트 경험 (OpenGL, DirectX 등)
? 그래픽스 파이프라인 구성 및 리소스 최적화 경험
? Android, Linux Platform 이해도가 있는 분
? 자동차사와 긴밀한 소통 및 개발 관리 경험이 있는 분
? 차량용 인포시스템(IVI) 관심 및 이해도가 있는 분
? 동료 개발자와 원활한 소통이 가능하고 함께 성장할 수 있는 가능성이 있는 분"
(주)아이나비시스템즈,안드로이드 앱 모듈 개발자,? Android 내비게이션 S/W 모듈 개발,"? Android 플랫폼에 대한 이해
? 신입의 경우
- Android 앱 개발 능력 (코딩 테스트 진행)
? 경력의 경우
- Android 앱 개발 경력 3년 이상","? 내비게이션 S/W 개발 경험 우대
? 위치기반 서비스 개발 경험 우대
? 네트워크 통신 개발 경험 우대
? NDK(JNI) C/C++ 개발 경험 우대"
(주)아이나비시스템즈,모빌리티 서비스 경로안내 엔진 SW 개발자,? 모빌리티 서비스 및 내비게이션 길안내 엔진 및 컴포넌트를 연구하고 개발합니다.,"? C / C++
? Android NDK / JNI 개발 경험
? 네트워크 통신 개발 경험","? 데이터 기반으로 알고리즘 및 리소스 최적화를 통한 상용 서비스 경험이 있는 분
? 차량 인포시스템(IVI)에 관심 및 이해도가 있는 분"
(주)아이나비시스템즈,모빌리티 신규 사업기획/사업제휴 추진 담당 경력직 모집,"? 미래서비스 사업기획/사업제휴
? 사업계획 수립 및 관리를 위한 시장/트렌드 조사
? 신규 서비스 기획 및 정책수립
? 사업제휴 및 온라인 비즈니스 영업
? 사업계획서 및 서비스 기획안 작성","? 비즈니스 전략, 마케팅, 고객 서비스, 영업 등 업무경력 보유자
? 시장 현황과 국내 경제/사업 현황에 대해 관심이 많은 자
? 문서 활용능력 우수자 (powerpoint, excel, word)
? 원활한 커뮤니케이션이 가능한 자
? 해외출장에 결격사유가 없는 자","? 시장분석 등 유관업무 경험
? 사업제안/기획 자료 작성 경험 보유자
? 영어권 커뮤니케이션(Writing, Speaking)"
(주)아이나비시스템즈,Point Cloud 데이터 분석 SW 개발자,"? Point Cloud 데이터 분석 및 알고리즘 개선(C++ or Python)
? HD-Map 기반 데이터 생성 API 개발 및 시스템 서비스 구조화
? 도로 영상(이미지) 객체 인식 분야 (* 업무 수행 능력에 따라 조정 가능)","? C/C++ 또는 Python 언어 개발 가능자 (5년 이상)
? 4년제 대졸 이상, Software개발 관련 학부 졸업생","? GIS 어플리케이션 개발 경험자
? Point Cloud 데이터 분석 경험자
? SLAM 또는 OpenCV 등 이미지 센싱 경험자
? 인공지능(Yolo 등) 활용 경험자
? Node.Js 등 서버 기반 API 서비스 개발 경험자
? 석사 또는 박사 학위 소지자 우대"
(주)아이나비시스템즈,GIS DB 및 컨텐츠(POI) 구축 담당자 모집,"? 아이나비 지도서비스 검색데이터 구축
? 데이터 품질 검증 및 서비스 모니터링
? 모빌리티 / 물류 서비스 DB 구축","? 신입 / 공간정보 DB 구축 경력 1년 이상(주임/연구원급)
? 대인관계가 원만하고 커뮤니케이션이 원활한 분","? 공간정보(GIS) 관련학과 우대
? 내비게이션 데이터 전반에 대한 이해도 높은자
? GIS DB 구축 경험자
? QGIS, SQL, Python 가능 자
? 관련 자격증 보유자
- 측량 및 지형 공간정보기사, 정보처리기사, 지도제작기능사, SQLD, 컴퓨터 활용능력, 지적기사"
(주)아이나비시스템즈,데브옵스 엔지니어 경력 사원 모집,"? 시스템(서버,인프라) 운영 및 서비스 자동화 프로세스 개선
? 로깅/모니터링/알람 시스템 구성 및 관리
? 모니터링 툴 사용 및 개선 관리 (Datadog, 자빅스)
? 산출물 문서 관리 및 유지","? 관련 경력 3년 이상
? 클라우드 인프라 사용경험
? Python, go, bash shell 자동화 스크립트 언어 가능 분
? AWS, Docker, Kubernetes 이해 가능 분
? 원활한 커뮤니케이션 능력 및 협업에 문제가 없는 분","? 관련 경력 3년 이상 실제 구축 운영
? CI/CD 파이프라인 구축 및 운영
? 모니터링 및 로깅 솔루션 구축 및 운영
? 개발 산출물에 대한 이해도 높은 분"
(주)아이나비시스템즈,Java 백엔드 서버 개발자,"? 관제 웹 서비스 Backend 서버 개발
? Rest API 기능 개발
? AWS, NHN Cloud 환경 인프라 구성 및 운영","? Java Backend 개발 2년 이상 경력자
? Spring Boot Framework 개발 경력자
? Rest API 설계 및 개발 경력자
? Linux, Docker, AWS Cloud 운영 경험자","? 위치 정보와 지도를 활용한 서비스 경험이 있는 분
? AWS Cloud 활용 및 운영 경험이 있는 분
? 긍정적이고 적극적인 마인드를 갖춘 분"
(주)아이나비시스템즈,안드로이드 앱 개발자 채용 - 차량 인포테인먼트 SW,"[Android Developer]
? 국내 OEM 출시 차량의 IVI(In-Vehicle Infotainment) 인대시 내비게이션 SW 개발 업무를 담당합니다.
? 안전한 드라이빙과 편리한 기능을 제공하기 위해 사양을 검토하고 지속적인 SW 개선 업무를 수행합니다.","? Kotlin, Java
? Android 플랫폼에 대한 이해도를 가진 분
? RESTful API 및 네트워크 통신에 대한 이해 및 개발 경험","? 자동차 Embedded System 개발 경험 및 상용화 프로젝트 경험이 있는 분
? Android, Linux Platform 이해도가 높은 분
? 자동차사와 긴밀한 소통 및 개발 관리 경험이 있는 분
? 차량 인포시스템(IVI)에 관심 및 이해도가 있는 분
? 위치 정보와 지도를 활용한 서비스 경험이 있는 분
? 아키텍처 및 디자인 패턴 이해와 활용 개발 경험이 있는 분
? 스토어 상용 서비스 런칭 및 유지보수 경험
? 사용자에 집중하여 동료들과 함께 서비스를 성장시켜 갈 수 있는 분을 환영합니다."
(주)에임퓨처,인공지능가속기(NPU) IP 세일즈 매니저 채용 (LG스핀오프 벤처기업 에임퓨처),"ㆍ해외시장(아시아 및 전세계)에서 새로운 비즈니스 기회 발굴 및 창출
ㆍ기술 및 마케팅 팀과 상호 협력하여 세일즈 전략 및 운영계획 수립
ㆍ주요 반도체업체들에게 AiM Future의 핵심 프로세서 기술에 대한 판촉 및 마케팅
ㆍ엔지니어링 팀에 시장동향 및 피드백을 제공하여 로드맵 및 전략을 구축하는데 기여
ㆍ고객 확대 및 비즈니스 성장을 위한 영업 전략 수립 및 실행","ㆍ학력 : 대졸 이상 (4년) 전기,전자,전산 등 이공계 출신
ㆍ반도체 설계 회사, 디자인하우스, IP회사 등에서 7년미만의 경력을 쌓은 분","ㆍ하드웨어 및 소프트웨어에 대해 폭넓은 지식과 경험을 보유한 분
ㆍ주요 시장(AI/Video/Consumer/AR&VR/Robotics)에 대한 이해도가 높은 분
ㆍ전략적인 세일즈 마케팅 기술 개발 및 이를 활용할 수 있는 열정과 의지를 가지신 분
ㆍ영업·판매 목표를 달성한 트랙 레코드를 보유하신 분
ㆍ영어 말하기, 쓰기에 모두 능통하신 분"
(주)링네트,네트워크 필드엔지니어 경력직,"ㆍCisco 네트워크 설계 / 유지보수 / 고객사 점검 등
ㆍ장애처리, 작업 및 기술 검증 테스트

주요장비
ㆍRouter, Switch,vpn 등 다수의 장비를 운용.
ㆍ소,중,대형급 Cisco 장비로 구성.
ㆍASR Router / Nexus Switch / ASA vpn 등","ㆍ 네트워크 엔지니어 3년이상 경력 보유자

참고사항
대규모 네트워크에서 고급 구축 및 운용 기술을 습득할 수 있습니다.
또한 최신 네트워크 기술을 경험해 볼수 있는 좋은 기회를 제공해 드립니다.",
오케스트로(주),Data Engineer,"[입사 후 담당할 업무 안내드려요]
? 내/외부 원천 데이터를 수집, 가공, 적재
? 데이터 티어 파이프라인 설계 및 구축
? 데이터 처리 업무 및 테스트 담당","[이런 분을 찾고 있어요]
? 데이터 파이프라인 구축 경험이 있으신 분
? 데이터 생성, 수집, 가공 후 저장 업무를 수행하신 분","[이런 부분이 있으면 더욱 좋아요]
? 데이터 구조 이해 및 효율적인 SQL 사용 가능
? 하나 이상의 프로그래밍 언어(Java, Go, Python 등) 사용 경험
? ETL/ELT 프로세스 구축 경험 또는 데이터레이크 구축/운영 경험
? 서비스 모니터링 환경 구축 및 관리, 트러블 슈팅 및 데이터 수집 개선 경험"
오케스트로(주),Platform Engineer,"[입사 후 담당할 업무 안내드려요]
? CI/CD 배포
? 코드형 인프라 구성
? 컨테이너화된 시스템 관리","[이런 분을 찾고 있어요]
? 프로그래밍 또는 스크립트 작성에 익숙한 분
? 컴퓨터 네트워크 및 기본적인 보안에 대한 지식이 있으신 분
? Linux 등 기반 OS에 대한 이해도 및 사용 경험이 있으신 분","[이런 부분이 있으면 더욱 좋아요]
? GitOps 구축 경험 또는 이해가 있으신 분
? Docker, Kubernetes 등 컨테이너 기반 플랫폼 환경에 대한 이해가 있으신 분
? Terraform, Ansible과 같은 Infrastructure as Code (IaC) 사용 경험이 있으신 분
? 신기술에 대한 검색 능력과 두려움이 없으신 분"
한류뱅크(주),KICPA/AICPA/공인회계사 경력 정규직 채용,"- US GAAP (미국 일반기업회계기준)에 따른 재무제표 및 주석 작성
- 공인회계사
- KICPA
- AICPA","- 대졸 이상(4년)
- 8년 이상(차장, 부장급)",#NAME?
(주)패스트뷰,광고 콘텐츠 마케터 (신입 가능),#NAME?,"- 커뮤니케이션 역량 (이력서 내 역량 기업)이 높으신 분
- 트렌드에 민감하고 미디어 리터러시 역량이 높으신 분",#NAME?
(주)블랭크코퍼레이션,법무/ 컴플라이언스 담당자,"responsibilities | 블랭크에서 기대하는 역할은 다음과 같습니다.
? 각종 계약서 검토 및 관리
? 사업 관련 법률 이슈 자문
? 법적 리스크 예방 및 개선을 위한 컴플라이언스 활동
? 지식재산권 관리 및 분쟁 대응","qualifications | 다음과 같은 경험을 가진 분을 찾습니다
? 기업 법무팀에서 관련 업무를 2년 이상 경험하신 분
? 논리적인 문서 작성 능력 및 커뮤니케이션 스킬을 갖추신 분
? 다양한 부서와 협업하여 주도적 업무 처리가 가능한 분","preferential treatment | 우대사항
? IP 관련 업무 (상표, 디자인, 저작권 등) 경험이 있으신 분
? 커머스, 미디어 관련 기업에서 컴플라이언스 관련 업무를 담당하신 분


blank character | ‘블랭크 다운 사람’이란 어떤 사람일까요?
? 높은 목표를 세우고 치열하게 일하는 사람
? 똑똑한 도전을 계속 하는 사람
? 최적화된 방식으로 일하는 사람
? 기술과 트렌드를 항상 연구하는 사람
? 디자인 디테일에 집착하는 사람
? 패러다임 시프터를 존경하는 사람"
(주)아이투맥스,솔루션 개발자(5년 이상),"- Notiforce (메시지 알림 솔루션) 운영 및 개발(고도화)
[기술 스텍]
JAVA 1.8 -> Spring boot 2.*.*, JPA,
Spring 4.*.* , MVC Pattern, Servlet 이해, JSP, Mybatis
Vue.js 3 -> HTML, Javascript, CSS
MariaDB","- Spring (Boot)를 이용한 개발 경험
- JPA (Hibernate) 기반 개발 경험
- RDB(MariaDB) 기반 개발 경험
- ORM Framework (Mybatis) 기반 개발 경험
- Vuejs 를 이용한 화면 개발 경험
- Git, Jira를 이용 협업 개발 경험",#NAME?
메이크스타(주),Data Engineer(경력),#NAME?,"- 3년 이상 데이터 엔지니어 경험이 있는 분
- Cloud 환경에서 데이터 인프라 구축 및 운영을 해본 경험이 있는 분
- Kafka Cluster 구축 및 운영을 해본 경험이 있는 분
- 프로그래밍 언어(Python, Golang 등)를 사용한 기본적인 개발 가능한 분",#NAME?
(주)에임퓨처,Technical Program Manager (LG스핀오프 벤처기업 에임퓨처),"ㆍ프로젝트 범위를 설정하고 추진 목표, 계획(일정), 추진 체계(방법론 등), 소요 예산 등 프로젝트 수행에 필요한 제반 계획을 수립
ㆍ프로젝트 진행 상황을 지속적으로 모니터링 및 이에 관련하여 정기적으로 보고(문제점 발견, 해결책 제시 등)
ㆍ고객사 관리 - 프로젝트 및 고객사와의 관계 관리 제반 업무를 수행
ㆍ영업, 마케팅, 재무 및 엔지니어링팀들과 협력하여 효율적으로 프로젝트를 관리하고 진행","ㆍ학력 : 대졸 이상 (4년)
ㆍ반도체 칩 설계 기업(디자인하우스 포함)에서 5-7년 경력을 보유한 분","ㆍ영어 말하기, 쓰기에 모두 능통하신 분
ㆍDigital design과 End-to-End flow에 대한 이해도 및 경력을 보유한 분"
